user_id,place_id,rating
41,28,2
41,21,4
41,37,2
42,22,3
42,32,2
42,0,2
42,25,5
42,51,2
42,29,1
42,24,2
42,34,2
42,26,2
42,38,1
42,47,2
42,53,4
42,3,2
42,58,1
42,44,2
43,7,4
43,57,2
43,46,1
43,10,1
43,40,4
43,16,5
43,37,1
43,24,4
43,8,3
43,38,4
43,51,2
43,56,4
43,13,2
43,47,1
43,14,3
44,9,1
44,28,2
44,59,3
44,21,2
44,20,2
44,58,2
44,57,2
44,45,2
44,39,2
44,7,2
44,41,2
44,27,2
44,24,2
44,35,5
44,38,1
45,8,2
45,42,2
45,11,3
45,36,3
45,54,3
45,12,2
45,51,2
45,33,1
45,22,2
45,53,1
45,40,2
45,1,1
45,18,2
45,56,4
45,4,3
46,49,2
46,46,2
46,10,2
46,37,2
46,35,4
46,15,2
46,38,1
46,12,4
46,13,4
46,42,2
46,55,1
46,19,3
46,28,4
46,44,4
46,27,2
47,1,3
47,18,2
47,59,4
47,45,3
47,15,3
47,50,2
47,48,1
47,27,2
47,24,2
47,23,3
47,29,2
47,32,3
47,42,2
47,49,4
47,2,3
48,7,2
48,54,1
48,29,2
48,49,2
48,6,2
48,9,2
48,14,2
48,53,2
48,38,1
48,46,2
48,39,3
48,17,1
48,2,2
48,51,4
48,48,2
49,37,2
49,45,3
49,4,3
49,56,1
49,47,2
49,35,1
49,7,2
49,52,2
49,50,1
49,17,1
49,58,2
49,11,1
49,54,3
49,42,1
49,39,4
50,34,3
50,40,5
50,28,1
50,24,2
50,1,5
50,48,1
50,53,2
50,37,4
50,21,2
50,25,1
50,29,2
50,52,4
50,57,2
50,4,2
50,26,4
51,14,2
51,28,2
51,30,3
51,32,2
51,57,2
51,41,1
51,50,2
51,9,5
51,52,2
51,8,4
51,19,2
51,55,3
51,21,5
51,12,1
51,15,4
52,31,1
52,52,4
52,26,2
52,1,2
52,30,2
52,56,4
52,44,2
52,35,2
52,23,2
52,39,2
52,15,3
52,9,2
52,4,1
52,48,2
52,28,1
53,6,3
53,36,1
53,0,5
53,12,5
53,52,2
53,30,4
53,9,1
53,31,2
53,38,1
53,27,4
53,42,1
53,48,5
53,29,5
53,18,2
53,8,1
54,10,4
54,4,2
54,36,2
54,27,1
54,52,5
54,45,2
54,25,2
54,8,3
54,7,2
54,21,1
54,31,1
54,22,3
54,39,1
54,9,3
54,11,2
55,44,4
55,40,3
55,33,1
55,18,2
55,35,3
55,11,2
55,49,4
55,9,4
55,59,5
55,30,2
55,19,2
55,25,3
55,54,2
55,1,4
55,6,1
56,8,4
56,57,3
56,46,1
56,5,2
56,12,1
56,26,2
56,11,3
56,37,2
56,58,2
56,9,4
56,31,2
56,18,2
56,36,2
56,44,2
56,15,4
57,50,2
57,5,2
57,40,1
57,15,3
57,45,2
57,34,1
57,55,3
57,44,2
57,20,1
57,51,3
57,4,2
57,17,2
57,1,3
57,36,2
57,14,2
58,52,2
58,58,4
58,9,2
58,25,2
58,28,3
58,50,1
58,49,2
58,0,5
58,42,2
58,53,3
58,14,2
58,36,1
58,45,1
58,19,2
58,51,2
59,52,2
59,41,4
59,6,2
59,29,4
59,36,3
59,7,2
59,13,2
59,28,2
59,20,2
59,25,1
59,16,1
59,43,2
59,58,4
59,38,1
59,1,2
60,15,5
60,34,2
60,49,5
60,12,3
60,48,2
60,1,1
60,55,3
60,21,4
60,16,1
60,43,2
60,4,2
60,11,2
60,31,2
60,45,3
60,58,1
61,24,2
61,53,2
61,14,3
61,46,4
61,12,4
61,58,5
61,33,2
61,52,3
61,23,2
61,2,2
61,57,4
61,21,2
61,48,4
61,41,5
61,19,2
62,45,2
62,3,2
62,55,2
62,12,2
62,29,2
62,20,2
62,47,1
62,10,3
62,39,2
62,7,5
62,5,3
62,18,4
62,35,1
62,14,4
62,19,2
63,45,2
63,15,4
63,3,3
63,19,2
63,13,2
63,58,1
63,28,1
63,20,2
63,56,2
63,39,1
63,46,2
63,9,4
63,2,2
63,26,4
63,34,2
64,27,4
64,14,3
64,6,2
64,12,2
64,59,2
64,49,2
64,25,1
64,47,2
64,3,2
64,13,2
64,26,3
64,43,2
64,41,4
64,48,4
64,19,1
65,32,5
65,36,4
65,15,2
65,58,2
65,11,3
65,44,3
65,52,1
65,9,2
65,16,4
65,56,5
65,39,2
65,24,3
65,4,2
65,42,2
65,10,2
66,25,2
66,3,3
66,1,4
66,32,2
66,4,4
66,48,5
66,45,3
66,12,5
66,44,3
66,57,4
66,53,3
66,23,3
66,37,2
66,41,5
66,8,3
67,3,5
67,40,2
67,25,2
67,14,2
67,2,2
67,13,4
67,4,3
67,28,4
67,46,2
67,31,5
67,38,3
67,45,4
67,58,1
67,26,2
67,1,1
68,23,2
68,8,2
68,48,1
68,6,2
68,2,4
68,43,3
68,12,2
68,31,2
68,5,2
68,17,4
68,26,2
68,33,1
68,57,1
68,21,2
68,0,2
69,20,5
69,30,2
69,44,1
69,34,2
69,56,2
69,10,4
69,6,2
69,22,2
69,52,5
69,15,1
69,25,2
69,50,5
69,28,2
69,26,1
69,46,2
70,29,1
70,27,1
70,35,2
70,3,2
70,37,1
70,48,2
70,24,1
70,18,3
70,57,1
70,10,1
70,33,3
70,55,3
70,8,4
70,0,2
70,30,2
71,2,1
71,12,1
71,54,4
71,20,5
71,56,2
71,18,4
71,33,5
71,7,1
71,9,2
71,17,2
71,10,5
71,24,2
71,21,2
71,41,2
71,16,2
72,40,5
72,2,2
72,34,2
72,38,2
72,31,2
72,50,4
72,47,2
72,27,1
72,15,2
72,23,1
72,7,2
72,57,2
72,45,4
72,25,3
72,44,4
73,24,3
73,14,2
73,27,1
73,41,2
73,26,5
73,48,2
73,19,2
73,6,3
73,16,2
73,54,3
73,35,5
73,0,3
73,29,2
73,52,3
73,18,2
74,42,3
74,48,5
74,50,2
74,4,4
74,49,3
74,19,2
74,33,3
74,30,5
74,55,2
74,27,4
74,0,4
74,32,3
74,59,1
74,22,1
74,35,2
75,26,2
75,54,3
75,36,3
75,20,5
75,53,3
75,33,4
75,23,2
75,5,3
75,19,5
75,27,3
75,43,4
75,37,4
75,1,2
75,40,1
75,8,2
76,14,3
76,43,4
76,27,2
76,12,4
76,54,3
76,23,2
76,49,2
76,13,1
76,36,2
76,26,5
76,52,4
76,9,1
76,39,3
76,32,2
76,35,5
77,22,2
77,42,3
77,18,2
77,41,2
77,26,3
77,57,2
77,11,2
77,33,2
77,59,5
77,3,3
77,8,4
77,28,2
77,20,2
77,48,1
77,24,4
78,46,2
78,50,4
78,42,5
78,54,1
78,23,1
78,22,3
78,29,2
78,59,2
78,51,4
78,43,4
78,8,1
78,10,4
78,41,2
78,1,1
78,52,4
79,58,2
79,50,1
79,56,2
79,28,3
79,0,2
79,11,3
79,21,4
79,41,1
79,15,4
79,17,1
79,51,2
79,39,3
79,7,1
79,8,3
79,35,1
80,40,2
80,35,2
80,24,2
80,34,2
80,29,1
80,52,2
80,23,4
80,57,2
80,59,4
80,50,3
80,42,1
80,27,2
80,5,3
80,41,1
80,26,2
81,31,3
81,45,1
81,59,2
81,4,2
81,39,1
81,46,3
81,28,3
81,25,3
81,52,2
81,13,2
81,23,2
81,20,2
81,33,2
81,26,3
81,42,2
82,58,2
82,4,2
82,54,2
82,33,2
82,53,5
82,55,2
82,2,2
82,43,2
82,3,1
82,34,3
82,47,2
82,52,2
82,36,3
82,14,2
82,31,2
83,28,3
83,15,5
83,26,1
83,38,4
83,25,4
83,53,5
83,13,1
83,54,2
83,16,3
83,40,2
83,56,4
83,50,2
83,17,4
83,52,2
83,20,2
84,57,5
84,11,1
84,14,2
84,6,2
84,17,2
84,16,2
84,23,3
84,22,2
84,1,2
84,27,5
84,53,2
84,55,2
84,42,2
84,47,1
84,25,2
85,13,4
85,59,4
85,7,3
85,21,5
85,48,3
85,16,4
85,1,2
85,45,1
85,41,2
85,12,1
85,57,1
85,5,2
85,15,3
85,30,1
85,46,2
86,11,2
86,50,2
86,26,1
86,45,3
86,34,4
86,35,1
86,5,5
86,52,2
86,15,1
86,19,3
86,40,2
86,48,4
86,8,2
86,1,3
86,6,2
87,15,4
87,10,3
87,9,5
87,42,2
87,31,3
87,5,2
87,45,2
87,35,3
87,33,3
87,58,3
87,50,2
87,36,1
87,54,3
87,30,3
87,34,2
88,15,4
88,47,2
88,41,2
88,12,2
88,16,5
88,26,1
88,58,2
88,48,2
88,39,2
88,14,4
88,3,1
88,36,5
88,30,2
88,52,3
88,25,4
89,43,2
89,58,1
89,57,2
89,8,2
89,59,3
89,12,4
89,41,3
89,27,2
89,25,3
89,24,2
89,22,3
89,35,4
89,18,2
89,48,1
89,30,3
90,28,3
90,3,2
90,51,2
90,41,3
90,47,2
90,57,1
90,14,1
90,5,3
90,19,2
90,55,2
90,25,4
90,59,4
90,38,2
90,0,1
90,54,1
91,33,2
91,56,4
91,10,2
91,32,5
91,28,5
91,52,3
91,2,4
91,15,1
91,40,2
91,16,4
91,29,1
91,17,4
91,23,2
91,1,2
91,36,4
92,35,2
92,0,1
92,27,1
92,3,5
92,17,2
92,52,1
92,53,2
92,34,2
92,2,2
92,28,5
92,20,1
92,41,1
92,10,2
92,23,3
92,59,3
93,42,2
93,37,2
93,9,1
93,16,2
93,55,2
93,4,5
93,27,5
93,38,2
93,10,2
93,31,2
93,3,2
93,59,2
93,51,2
93,58,3
93,32,2
94,7,2
94,28,3
94,40,4
94,50,5
94,51,4
94,43,4
94,16,2
94,31,2
94,45,5
94,27,2
94,26,5
94,4,2
94,47,2
94,52,4
94,38,2
95,7,3
95,22,3
95,21,2
95,0,3
95,53,2
95,28,2
95,26,3
95,9,3
95,6,2
95,57,2
95,19,2
95,5,1
95,58,1
95,59,2
95,11,2
96,0,4
96,50,3
96,51,2
96,25,3
96,58,4
96,55,2
96,11,2
96,7,2
96,45,3
96,18,2
96,3,2
96,34,4
96,28,2
96,14,1
96,13,3
97,20,3
97,52,4
97,28,3
97,0,1
97,50,5
97,42,4
97,25,5
97,27,3
97,24,2
97,26,3
97,12,1
97,54,3
97,59,4
97,33,4
97,34,2
98,46,1
98,13,4
98,21,5
98,10,2
98,43,2
98,37,1
98,28,4
98,33,2
98,26,2
98,49,5
98,6,4
98,4,2
98,29,2
98,48,1
98,59,4
99,9,2
99,22,2
99,47,2
99,18,2
99,37,2
99,10,2
99,20,2
99,17,2
99,24,2
99,27,5
99,14,3
99,29,5
99,49,4
99,36,2
99,28,2
100,14,5
100,45,2
100,26,5
100,25,2
100,57,2
100,7,4
100,13,2
100,22,2
100,38,3
100,47,2
100,39,2
100,55,2
100,54,2
100,46,2
100,44,4
101,27,2
101,3,1
101,56,2
101,35,2
101,6,1
101,24,2
101,38,2
101,46,1
101,19,2
101,28,1
101,15,4
101,44,1
101,2,2
101,37,2
101,50,2
102,40,4
102,28,2
102,54,1
102,38,4
102,51,1
102,53,1
102,33,2
102,46,1
102,0,2
102,8,2
102,36,4
102,43,2
102,56,3
102,1,4
102,17,4
103,4,2
103,30,2
103,13,1
103,16,2
103,47,2
103,25,3
103,57,2
103,54,3
103,11,2
103,40,4
103,43,3
103,21,1
103,12,5
103,39,2
103,35,4
104,53,2
104,34,3
104,45,2
104,59,2
104,35,5
104,43,2
104,12,4
104,49,1
104,6,2
104,50,3
104,24,2
104,54,3
104,51,1
104,23,2
104,28,1
105,9,1
105,23,2
105,25,1
105,11,2
105,17,3
105,59,2
105,46,2
105,53,3
105,42,5
105,57,3
105,34,3
105,26,5
105,6,2
105,55,4
105,21,2
106,13,2
106,40,4
106,20,2
106,2,1
106,8,2
106,14,1
106,4,4
106,15,3
106,7,2
106,19,2
106,29,4
106,43,2
106,55,2
106,22,2
106,42,2
107,19,3
107,53,2
107,31,5
107,23,2
107,49,2
107,59,2
107,30,2
107,6,4
107,12,2
107,36,2
107,10,3
107,13,5
107,22,4
107,18,2
107,0,2
108,6,1
108,39,4
108,48,5
108,13,2
108,41,5
108,28,2
108,15,2
108,38,2
108,10,1
108,59,2
108,1,2
108,34,5
108,26,1
108,51,2
108,3,3
109,45,2
109,47,1
109,54,3
109,44,3
109,40,3
109,5,1
109,51,3
109,32,2
109,18,2
109,50,1
109,16,3
109,48,2
109,28,2
109,20,2
109,2,2
110,1,1
110,30,5
110,35,2
110,55,2
110,9,5
110,20,2
110,3,2
110,12,2
110,21,3
110,57,4
110,39,5
110,37,2
110,53,3
110,43,1
110,4,5
111,14,1
111,21,2
111,30,4
111,40,2
111,53,2
111,58,4
111,43,2
111,9,1
111,28,4
111,47,4
111,52,1
111,33,2
111,54,4
111,12,2
111,59,2
112,12,3
112,21,2
112,19,4
112,15,1
112,41,1
112,29,3
112,58,2
112,13,2
112,57,2
112,4,1
112,46,1
112,3,2
112,22,1
112,49,2
112,43,4
113,7,2
113,6,4
113,29,2
113,35,3
113,5,3
113,45,2
113,36,3
113,54,4
113,28,5
113,1,2
113,38,2
113,24,2
113,0,2
113,40,4
113,14,2
114,7,4
114,26,2
114,38,4
114,4,2
114,18,2
114,25,2
114,55,2
114,27,1
114,1,2
114,28,1
114,46,2
114,36,5
114,19,2
114,15,2
114,14,4
115,34,1
115,23,4
115,0,3
115,4,3
115,26,1
115,17,4
115,40,2
115,52,3
115,1,2
115,7,4
115,36,5
115,46,2
115,38,5
115,21,3
115,10,2
116,35,2
116,51,3
116,12,2
116,7,2
116,29,4
116,20,3
116,56,2
116,54,5
116,43,3
116,26,2
116,48,4
116,38,2
116,25,2
116,39,5
116,28,4
117,41,2
117,11,1
117,47,2
117,10,4
117,54,3
117,8,4
117,57,2
117,17,4
117,14,3
117,13,2
117,3,2
117,31,1
117,44,1
117,49,4
117,40,2
118,30,2
118,55,1
118,5,2
118,11,1
118,3,2
118,32,2
118,56,3
118,2,2
118,40,3
118,7,2
118,46,2
118,37,1
118,36,2
118,15,4
118,45,2
119,18,3
119,0,3
119,53,1
119,3,1
119,56,1
119,9,3
119,7,3
119,11,2
119,55,1
119,26,1
119,57,4
119,50,2
119,23,2
119,59,2
119,27,4
