place_id,name,province,category,kind,cost_npr,lat,lng,elevation_m
12290225101,Cremation Site,Bagmati,popular,attraction,200,27.669325,85.434702,
4344434292,Dey Pukhu,Bagmati,popular,attraction,200,27.636002,85.298203,
9849553431,Dhulikhel Viral Stone View Point,Bagmati,popular,attraction,200,27.611017,85.568894,
10068876014,Dhungedhara,Bagmati,popular,attraction,200,27.674715,85.385027,
4104400789,Dumre Phat,Bagmati,popular,attraction,200,27.863739,85.309063,
567151136,Elephant Riding,Bagmati,popular,attraction,200,27.59437,84.481466,
5252097841,Elephants,Bagmati,popular,attraction,200,27.573281,84.501306,
4121409191,Er. Abeey Poudel Flat,Bagmati,popular,attraction,200,27.749295,85.339763,
4370635890,Florid human resources,Bagmati,popular,attraction,200,27.690977,85.332097,
5280998726,Gankhu dharamapur dol,Bagmati,popular,attraction,200,27.68612,85.394766,
13245320102,Gho village,Bagmati,popular,attraction,200,28.478,85.01258,
4582351699,Go Kart,Bagmati,popular,attraction,200,27.678798,85.302695,
9366440993,Heaven Himalaya,Bagmati,popular,attraction,200,27.719407,85.305058,
4325931190,International Green Developers Nepal,Bagmati,popular,attraction,200,27.667091,85.442811,
4344434603,Jitapur Gandhakuti Vihar,Bagmati,popular,attraction,200,27.635437,85.299475,
1936280991,Jyapu Niwas,Bagmati,popular,attraction,200,27.682567,85.335059,
11845003093,KGH Dream Garden,Bagmati,popular,attraction,200,27.715049,85.309404,
4344434491,Khaa Pukhu,Bagmati,popular,attraction,200,27.636243,85.30053,
4656145192,Lama Nivas,Bagmati,popular,attraction,200,27.423868,85.039997,
5009767235,Nagpokhari,Bagmati,popular,attraction,200,27.713488,85.324369,
10081035120,Nigu Pukhu,Bagmati,popular,attraction,200,27.678356,85.385638,
4309250491,Noyel House,Bagmati,popular,attraction,200,27.673572,85.345256,
4115449791,Pokhari Chaur(पोखरीचौर),Bagmati,popular,attraction,200,27.851003,85.317302,
12287948902,Pottery Square (Talako Tole),Bagmati,popular,attraction,200,27.669897,85.427743,
6807710417,Rani Pokhari,Bagmati,popular,attraction,200,27.707811,85.315315,
4476183189,Scarf of life,Bagmati,popular,attraction,200,27.711274,85.312222,
3944316658,Shankhapura Paragliding Take off site,Bagmati,popular,attraction,200,27.775143,85.501957,
10081035119,Siwa Tole,Bagmati,popular,attraction,200,27.677749,85.386721,
9447489417,Siwangi Pradhan,Bagmati,popular,attraction,200,27.716903,85.331411,
6052389400,Socialtours Hub,Bagmati,popular,attraction,200,27.713693,85.312416,
12916877756,Stone spout,Bagmati,popular,attraction,200,27.676511,85.319175,
4655964191,Sundar Adhikari's Home,Bagmati,popular,attraction,200,27.385616,85.090539,
12289963601,Thanthu Dubar,Bagmati,popular,attraction,200,27.672334,85.428487,
4348472318,Trisuldanda,Bagmati,popular,attraction,200,27.710551,85.454307,
4655944692,Varadaraja Bhardwaja´s Home,Bagmati,popular,attraction,200,27.416631,85.040983,
1343823370,cliff honey bee,Bagmati,popular,attraction,200,28.156722,85.390359,
1343823402,cliff honey bee,Bagmati,popular,attraction,200,28.154702,85.380431,
4305384192,lakhan thapa cave,Bagmati,popular,attraction,200,27.946972,84.677064,
4208543589,lakhedanda,Bagmati,popular,attraction,200,27.959707,84.674683,
10967378638,आरुबोटे पिक्निक स्थल,Bagmati,popular,attraction,200,27.956561,85.397,
10967378640,उदिन ढुङ्गा पिक्निक स्थल,Bagmati,popular,attraction,200,27.979642,85.387238,
11428709869,उपरदाङ गढी,Bagmati,popular,attraction,200,27.761977,84.582776,
6243386285,कृष्ण को घर,Bagmati,popular,attraction,200,27.646638,85.535625,
10967378641,गुम्बा चौर पिक्निक स्थल,Bagmati,popular,attraction,200,27.98518,85.390605,
6018817255,चन्द्रागिरि केबलकार,Bagmati,popular,attraction,200,27.686207,85.214585,
11391696969,जे पी भेटवाल पार्क,Bagmati,popular,attraction,200,27.596377,84.643584,
10266628276,पाँचपोखरी थाङ्पाल,Bagmati,popular,attraction,200,28.041232,85.717084,
2230569085,पाटन दरवार क्षेत्र,Bagmati,popular,attraction,200,27.673399,85.325056,
4327655493,Aadheswor Temple,Bagmati,religious,temple,100,27.722734,85.271104,
10068876012,Balkumari Temple,Bagmati,religious,temple,100,27.675947,85.385314,
4907151222,Bijeswori Temple,Bagmati,religious,temple,100,27.713929,85.300768,
6533228315,Bindabasini Temple,Bagmati,religious,temple,100,27.986359,84.749905,
10057760340,Buddha Mandir,Bagmati,religious,temple,100,28.087536,85.389479,
11139318601,Buddha Mandir,Bagmati,religious,temple,100,28.087404,85.389556,
2087434219,Buddha stupa,Bagmati,religious,temple,100,27.718357,85.334835,
10046798668,Buddhist Stupa,Bagmati,religious,temple,100,28.109511,85.343911,
13235999803,"Chorten, Stupa",Bagmati,religious,temple,100,28.474595,85.008593,
3074569539,Devi Mandir,Bagmati,religious,temple,100,27.711996,85.340802,
3127570787,Dhaneshwar Temple,Bagmati,religious,temple,100,27.648168,85.358017,
6521021153,Gokarna Mahadev Temple,Bagmati,religious,temple,100,27.739609,85.388083,
10057773539,Guru Rinpoche Stupa,Bagmati,religious,temple,100,28.087696,85.389163,
2662636091,Kalinchok Bhagwati Temple,Bagmati,religious,temple,100,27.757778,86.033737,
11933661414,Laxmi Narsing Mandir,Bagmati,religious,temple,100,27.670582,85.42898,
4168500390,Manamaiju Ajima Mai Temple,Bagmati,religious,temple,100,27.752077,85.31214,
2905131448,Narayan Mandir,Bagmati,religious,temple,100,27.677382,86.075202,
11845003094,Sagarmatha Bazaar,Bagmati,religious,temple,100,27.715101,85.310883,
10057774917,Small Stupa,Bagmati,religious,temple,100,28.099698,85.371605,
10046422696,Stone Stupa,Bagmati,religious,temple,100,28.127981,85.352236,
694164541,Stupa with the remains of Chagdud Tulku Rinpoche,Bagmati,religious,temple,100,27.601314,85.246063,
10046795966,Three Stone Stupas,Bagmati,religious,temple,100,28.110565,85.340242,
5223229941,"historic Beding Gompa, Guru Rinpche cave",Bagmati,religious,monastery,200,27.905048,86.375909,
4334933889,temple,Bagmati,religious,temple,100,27.727822,85.4617,
2607616454,गणेशथान,Bagmati,religious,temple,100,27.70152,85.340108,
3425977446,Baden-Powell Scout Peak,Bagmati,trekking,peak,0,28.167586,85.533383,5710
4560651050,Bhemdang Karpo,Bagmati,trekking,peak,0,28.272601,85.687705,5691
4560651051,Bhemdang Ri,Bagmati,trekking,peak,0,28.272138,85.663533,6150
5592824867,Chalung Ri,Bagmati,trekking,peak,0,28.658616,85.431719,6767
4526922905,Chekigo,Bagmati,trekking,peak,0,27.907969,86.414895,6257
4526887681,Chomo Pamari,Bagmati,trekking,peak,0,28.057936,86.089394,6109
3761207074,Colangma,Bagmati,trekking,peak,0,28.316462,86.285886,6952
982202124,Dorje Lhakpa,Bagmati,trekking,peak,0,28.175405,85.778648,6966
982195586,Dragmarpo Ri,Bagmati,trekking,peak,0,28.325673,85.661473,6200
3496949863,Ganchenpo,Bagmati,trekking,peak,0,28.169391,85.678542,6300
6185556322,Ganesh NW,Bagmati,trekking,peak,0,28.378902,85.055186,7118
8688837493,Ghāṅnā,Bagmati,trekking,peak,0,28.253773,85.656447,5995
4543165508,Gyaltsen,Bagmati,trekking,peak,0,28.183603,85.838433,6151
3495849773,Jugal,Bagmati,trekking,peak,0,28.143192,85.871344,6500
3425970429,Kimshung,Bagmati,trekking,peak,0,28.272257,85.552625,6401.0
4543165516,Kyunga Ri 1,Bagmati,trekking,peak,0,28.296409,85.667905,6601
6185556321,Langbo Kangri / Riogbanba,Bagmati,trekking,peak,0,28.49749,85.157297,6648
4549896900,Langshisa Ri,Bagmati,trekking,peak,0,28.217778,85.714613,6420
3761207076,Lapche Kang II,Bagmati,trekking,peak,0,28.304603,86.322012,7072
3761207078,Lapche Kang III,Bagmati,trekking,peak,0,28.301688,86.383516,7250
4543165511,Loenpo Gang,Bagmati,trekking,peak,0,28.196438,85.800191,6979
632389897,Lower Kyāṅjiṅ Ri,Bagmati,trekking,peak,0,28.21767,85.570688,4300
3496949868,Naya Kanga,Bagmati,trekking,peak,0,28.168624,85.548391,5846
3620710221,Pabil,Bagmati,trekking,peak,0,28.345208,85.079578,7104
3633381719,Paldor,Bagmati,trekking,peak,0,28.277378,85.187181,5903
4578177659,Peri,Bagmati,trekking,peak,0,28.35338,85.721327,6150
4552913762,Pongen Dopku,Bagmati,trekking,peak,0,28.16268,85.612964,5928
12106410282,Ramdung Go,Bagmati,trekking,peak,0,27.81981,86.431781,5925
3620710220,Salasungo,Bagmati,trekking,peak,0,28.336396,85.120491,7043
632393142,Tserko Ri,Bagmati,trekking,peak,0,28.213241,85.600452,4985
982209975,Yala Peak,Bagmati,trekking,peak,0,28.240965,85.62289,5732
3213674432,Yalung Ri,Bagmati,trekking,peak,0,27.853837,86.411548,5647
6333301847,चन्द्रागिरि हिल्स,Bagmati,trekking,peak,0,27.666021,85.205426,2551
982180861,लाङटाङ लिरुङ,Bagmati,trekking,peak,0,28.256616,85.516803,7227
2908665203,乔格茹 I 峰,Bagmati,trekking,peak,0,27.971552,86.430621,7181
6855810185,108 Chahara,Gandaki,hiking,waterfall,100,28.478755,83.885817,
8041908565,360 Mani Dada,Gandaki,hiking,viewpoint,0,28.251541,83.86248,
4734125821,Armala Kot,Gandaki,hiking,viewpoint,0,28.276522,84.008913,
8319154292,Baglung Kalika Temple Viewpoint,Gandaki,hiking,viewpoint,0,28.254329,83.615482,
13296284301,Best valley view,Gandaki,hiking,viewpoint,0,28.678648,83.988771,
13806251983,Bhateri Tree House,Gandaki,hiking,viewpoint,0,27.74882,84.478264,
9600692052,Chichimle,Gandaki,hiking,viewpoint,0,28.36232,83.920889,
4449338689,DHA101,Gandaki,hiking,viewpoint,0,28.191845,83.801192,
9600692055,Deurali,Gandaki,hiking,viewpoint,0,28.373274,83.93025,
4193320591,Deurali Pass Viewpoint,Gandaki,hiking,viewpoint,0,28.395485,83.712724,
11708367040,Deurali view point,Gandaki,hiking,viewpoint,0,28.244713,83.523888,
7388177586,Dhaulagiri icefall,Gandaki,hiking,viewpoint,0,28.691332,83.562127,
7190180479,Dil,Gandaki,hiking,viewpoint,0,28.259174,83.856612,
10845829015,Dipang Lake,Gandaki,hiking,lake,100,28.180083,84.071918,
6053881270,Dulepani Chhahara,Gandaki,hiking,waterfall,100,28.303712,83.753981,
4449288490,GAN431,Gandaki,hiking,viewpoint,0,28.1755,83.79073,
3123521139,Gauthali Dadha,Gandaki,hiking,viewpoint,0,28.228762,84.382921,
2476613537,Gharme Dada View Point,Gandaki,hiking,viewpoint,0,28.272368,83.972273,
11415152073,Ghumaure घुमौरे झरना,Gandaki,hiking,waterfall,100,28.04445,84.098378,
5234011521,Hampal Danda,Gandaki,hiking,viewpoint,0,28.346828,83.659087,
9406835746,Hatti Maita View Point,Gandaki,hiking,viewpoint,0,28.157615,84.145163,
9600692056,Helmet Dada,Gandaki,hiking,viewpoint,0,28.385919,83.934203,
3486914220,Hidden Wild Waterfall,Gandaki,hiking,waterfall,100,28.254332,83.915475,
7021067925,Hill-top viewpoint towards Manaslu,Gandaki,hiking,viewpoint,0,28.573583,84.694768,
8041710521,HudiKot,Gandaki,hiking,viewpoint,0,28.125785,84.047663,
10197048132,Jaljala / Virgin Falls,Gandaki,hiking,waterfall,100,28.253301,83.915213,
5534085303,Kalika View Poiint Rest,Gandaki,hiking,viewpoint,0,28.20989,84.080709,
9406835744,Kalika View Point,Gandaki,hiking,viewpoint,0,28.110681,84.152833,
13870911402,Kern (4967 m),Gandaki,hiking,viewpoint,0,28.669795,84.577889,
13870911202,"Kern (end of grass, start of stones, 5042 m)",Gandaki,hiking,viewpoint,0,28.672914,84.577672,
12193636601,Khartung - Viewpoint,Gandaki,hiking,viewpoint,0,27.893625,83.499529,
9600696690,Khumai Dada,Gandaki,hiking,viewpoint,0,28.390586,83.93463,
3123694617,Kokaale Dada,Gandaki,hiking,viewpoint,0,28.211951,84.378509,
4295711656,Lamchya dhadha,Gandaki,hiking,viewpoint,0,28.269989,83.897189,
10154438466,Larke Pass Viewpoint,Gandaki,hiking,viewpoint,0,28.66415,84.579858,
6911934885,Larkya Pass Sign (5160 meters),Gandaki,hiking,viewpoint,0,28.663961,84.520311,
5504193918,Lovely Hill View Point,Gandaki,hiking,viewpoint,0,28.229269,83.977942,
4497814890,Lower Viewpoint,Gandaki,hiking,viewpoint,0,28.448592,83.877093,3960
3531968326,Machhapuchhre view point,Gandaki,hiking,viewpoint,0,28.188558,83.903548,
10559194536,Majhkateri View Point,Gandaki,hiking,viewpoint,0,28.132101,83.7979,
3208805743,Mardi Himal Base Camp (lower),Gandaki,hiking,viewpoint,0,28.459991,83.895027,
8041702464,Mello Waterfall,Gandaki,hiking,waterfall,100,28.250255,83.916302,
5500051503,Methlang View Point,Gandaki,hiking,viewpoint,0,28.231782,83.965749,
12801784001,Mipra,Gandaki,hiking,viewpoint,0,28.379948,84.396676,
12801784101,Mipra,Gandaki,hiking,viewpoint,0,28.378207,84.39626,
1329317073,Mountain view,Gandaki,hiking,viewpoint,0,27.93997,84.410138,
10154437097,Mt. Manaslu View,Gandaki,hiking,viewpoint,0,28.656029,84.598696,
4475423116,NW of Machhapuchhre,Gandaki,hiking,viewpoint,0,28.368411,83.732326,
7311997185,Narchyang waterfall,Gandaki,hiking,waterfall,100,28.511928,83.667936,
2291206464,New Bridge Jharana,Gandaki,hiking,waterfall,100,28.39235,83.827977,
13700242205,Nice bathing,Gandaki,hiking,waterfall,100,28.463492,83.861012,
6176110788,Pandeli Deel Chautara,Gandaki,hiking,viewpoint,0,28.23834,83.940346,
713296203,Patale Chhango,Gandaki,hiking,waterfall,100,28.190359,83.959439,
4161865224,Phewa Lake View Point,Gandaki,hiking,lake,100,28.214786,83.955723,
7021748151,Pokhara Valley View Point,Gandaki,hiking,viewpoint,0,28.233833,83.966548,
12193622603,Rice fields Valley,Gandaki,hiking,viewpoint,0,27.88794,83.554993,
7792068630,Royal Twins Waterfall and Canyoning,Gandaki,hiking,waterfall,100,28.202515,84.08714,
10069789051,Rupa Lake,Gandaki,hiking,lake,100,28.150401,84.109893,
1857868699,Rupse Waterfalls,Gandaki,hiking,waterfall,100,28.55497,83.635987,
9406835748,Sahid Park,Gandaki,hiking,viewpoint,0,28.157927,84.21262,
3485963579,Sarangkot View Point,Gandaki,hiking,viewpoint,0,28.246253,83.948809,
